datetime,rainfall,airtemp,airhum,windspeed,windir,airpress,uvrad,DoY,Jam
2022-09-14 11:00:00,0.0,31.9,66.68,11.76,0.20648222933781113,1011.14,0.0,-0.5490636046617444,0.004425697988050785
2022-09-14 12:00:00,0.0,31.7,68.86,10.63,-0.8796885924951523,1010.9,0.0,-0.5490636046617444,0.8438539587324921
2022-09-14 13:00:00,0.0,32.4,68.44,5.71,0.9439841391523142,1010.6,0.0,-0.5490636046617444,0.9074467814501962
2022-09-14 14:00:00,0.0,32.6,61.68,4.44,1.0,1009.8,0.0,-0.5490636046617444,0.1367372182078336
2022-09-14 15:00:00,0.0,31.2,65.44,3.86,-0.9993743503000143,1008.88,0.0,-0.5490636046617444,-0.7596879128588213
2022-09-14 16:00:00,0.0,30.56,71.5,1.61,-0.7596879128588213,1008.22,0.0,-0.5490636046617444,-0.9576594803233847
2022-09-14 17:00:00,0.0,29.6,76.0,1.16,0.803775459710974,1008.66,0.0,-0.5490636046617444,-0.27516333805159693
2022-09-14 18:00:00,0.0,27.4,88.04,0.5,-0.21513470736462095,1009.36,0.0,-0.5490636046617444,0.6603167082440802
2022-09-14 19:00:00,0.0,25.4,94.92,0.0,-0.9980810948185003,1010.24,0.0,-0.5490636046617444,0.9887046181866692
2022-09-14 20:00:00,0.0,24.8,94.92,0.0,-0.9980810948185003,1011.06,0.0,-0.5490636046617444,0.40808206181339196
2022-09-14 21:00:00,,,,,,,,-0.5490636046617444,-0.5477292602242684
2022-09-14 22:00:00,,,,,,,,-0.5490636046617444,-0.9999608263946371
2022-09-14 23:00:00,0.0,23.7,94.92,0.0,-0.9980810948185003,1012.4,0.0,-0.5490636046617444,-0.5328330203333975
2022-09-15 00:00:00,,,,,,,,-0.9999947138261318,1.0
2022-09-15 01:00:00,0.0,23.5,94.92,0.08,-0.9980810948185003,1011.0,0.0,-0.9999947138261318,0.5403023058681398
2022-09-15 02:00:00,0.0,23.6,94.92,0.0,-0.8090099069535975,1010.6,0.0,-0.9999947138261318,-0.4161468365471424
2022-09-15 03:00:00,0.0,23.5,94.92,0.0,-0.8090099069535975,1009.94,0.0,-0.9999947138261318,-0.9899924966004454
2022-09-15 04:00:00,,,,,,,,-0.9999947138261318,-0.6536436208636119
2022-09-15 05:00:00,,,,,,,,-0.9999947138261318,0.28366218546322625
