datetime,rainfall,airtemp,airhum,windspeed,windir,airpress,uvrad
7/15/2023 20:00,0,25.9,94.2,0.24,315,1008.94,0
7/15/2023 21:00,0,25.8,94.6,0.61,7,1009.98,0
7/15/2023 22:00,0,25.9,92.8,0.5,330,1010,0
7/15/2023 23:00,0,25.6,92.7,0.62,346,1009.88,0
7/16/2023 0:00,0,24.9,91.4,0.16,4,1009.72,0
7/16/2023 1:00,0,25.1,84.12,0.88,15,1009.42,0
7/16/2023 2:00,0,24.7,84.18,1.04,0,1009.1,0
7/16/2023 3:00,0,24.3,84,0.3,353,1008.82,0
7/16/2023 4:00,0,24.24,81.22,0.35,15,1008.7,0
7/16/2023 5:00,0,24,80.4,0.17,353,1009.2,0
7/16/2023 6:00,0,24.04,80.34,0.31,348,1009.4,2.49
7/16/2023 7:00,0,24.2,80.6,0.31,195,1010.26,2.7
7/16/2023 8:00,0,26.3,81.3,0.25,193,1011,3.02
7/16/2023 9:00,0,28.8,90.88,2.04,15,1010.9,3.14
7/16/2023 10:00,0,30.36,87.5,3.53,14,1010.3,3.17
7/16/2023 11:00,0,31.16,80.6,2.72,15,1009.7,3.25
7/16/2023 12:00,0,31.96,77.1,2.37,348,1008.5,3.33
7/16/2023 13:00,0,31.9,76.68,2.43,343,1007.42,3.29
7/16/2023 14:00,0,33.1,77.42,2.73,347,1006.14,3.28
7/16/2023 15:00,0,32.1,71.62,4.05,9,1005.7,3.23
7/16/2023 16:00,0,31.8,77,4.4,15,1005.54,0
7/16/2023 17:00,0,30.2,76.7,4.77,14,1005.84,0
7/16/2023 18:00,0,28.4,81.02,4.79,13,1006.3,0
7/16/2023 19:00,0,27.3,87.2,3.04,15,1007.04,0
7/16/2023 20:00,0,26.6,91.12,1.74,12,1008,0
7/16/2023 21:00,0,25.7,93.8,1.43,10,1008.48,0
7/16/2023 22:00,0,24.76,94.92,0.31,24,1009,0
7/16/2023 23:00,0,24.8,90.9,0.7,0,1009.08,0
7/17/2023 0:00,0,24.5,91.36,0.82,9,1009.02,0
7/17/2023 1:00,0,24.2,90.4,0.86,16,1008.692,0
7/17/2023 2:00,0,23.8,87.2,0.23,37,1007.88,0
7/17/2023 3:00,0,23.6,85,0.91,9,1007.66,0
7/17/2023 4:00,0,23.4,85.7,0.41,19,1008,0
7/17/2023 5:00,0,23.48,83.9,0.99,352,1008.02,0
7/17/2023 6:00,0,22.8,88.6,0.08,8,1008.5,2.51
7/17/2023 7:00,0,23.7,85.4,0.33,346,1008.86,2.75
7/17/2023 8:00,0,26.46,83.02,1.9,28,1009.2,2.99
7/17/2023 9:00,0,28.5,94.92,3.09,37,1009.32,3.11
7/17/2023 10:00,0,29.9,86.5,2.71,15,1008.9,3.21
7/17/2023 11:00,0,31.3,82.2,3.44,353,1008.06,3.34
7/17/2023 12:00,0,32,77.32,3.51,15,1007.1,3.39
7/17/2023 13:00,0,33.1,74.4,2.89,351,1006.2,3.4
7/17/2023 14:00,0,33.46,69.78,2.68,348,1005.1,3.37
7/17/2023 15:00,0,32.18,68.68,2.93,347,1004.82,3.29
7/17/2023 16:00,0,32.3,71.78,3.67,349,1004.5,0
7/17/2023 17:00,0,30.6,70.78,3.72,353,1005.06,0
7/17/2023 18:00,0,28.8,78.3,2.73,349,1005.8,0
7/17/2023 19:00,0,27.1,84.9,1.83,334.4,1008.036,0
7/17/2023 20:00,0,26.3,92.4,0.92,343,1007.9,0
7/17/2023 21:00,0,25.9,92.6,1.01,350,1008.5,0
7/17/2023 22:00,0,25.1,94.44,0.18,349,1009.06,0
7/17/2023 23:00,0,24.6,91.5,0,315,1009.1,0
7/18/2023 0:00,0,24.36,90.52,0.58,315,1008.88,0
7/18/2023 1:00,0,24.1,91.1,1.13,7,1008.28,0
7/18/2023 2:00,0,23.88,88.48,0.8,33,1007.8,0
7/18/2023 3:00,0,23.4,86.04,0.55,81,1007.76,0
7/18/2023 4:00,0,22.96,84.04,0.58,26,1007.98,0
7/18/2023 5:00,0,23.2,83.3,0.62,45,1008.1,0
7/18/2023 6:00,0,23.2,83.3,0.65,3,1008.46,2.42
7/18/2023 7:00,0,23.56,82.1,0.29,19,1009,2.73
7/18/2023 8:00,0,26.3,94.92,1.36,48,1009.52,3.05
7/18/2023 9:00,0,29.1,87.3,2.25,349,1009.9,3.13
7/18/2023 10:00,0,30,79.5,2.63,214.4,1008.956,3.17
7/18/2023 11:00,0,30,79.5,3,351,1009.12,3.19
7/18/2023 12:00,0,31.8,74.42,2.92,350,1008.3,3.43
7/18/2023 13:00,0,33.6,64.28,3.38,352,1007.5,3.4
7/18/2023 14:00,0,33,62.32,3.32,353,1006.72,3.33
7/18/2023 15:00,0,32.8,63.42,2.62,272,1006.2,3.21
7/18/2023 16:00,0,32.6,67.64,3.12,350,1006,0
7/18/2023 17:00,0,30.7,73.86,3.48,349,1006.44,0
7/18/2023 18:00,0,28.5,82.8,3.12,348,1006.86,0
7/18/2023 19:00,0,25.6,93,2.19,162.6,1008.568,0
7/18/2023 20:00,0,25.6,93,1.25,351,1008.1,0
7/18/2023 21:00,0,24.66,94.5,0.97,10,1008.4,0
7/18/2023 22:00,0,24,91.7,0.51,352,1008.7,0
7/18/2023 23:00,0,23.84,90.8,0.73,6,1008.76,0
7/19/2023 0:00,0,23.32,87.7,0.19,94,1008.88,0
7/19/2023 1:00,0,23,87.1,0.5,75,1008.64,0
7/19/2023 2:00,0,23.2,85.2,0.58,82,1007.94,0
7/19/2023 3:00,0,23.1,85.8,0.94,9,1007.68,0
7/19/2023 4:00,0,23.06,87.5,1.03,24,1007.54,0
7/19/2023 5:00,0,22.8,88.9,0.94,19,1007.72,0
7/19/2023 6:00,0,22.5,88.9,0.68,45,1008.34,2.4
7/19/2023 7:00,0,23.4,92.24,0.28,75,1008.96,2.6
7/19/2023 8:00,0,25.7,94.5,1.24,81,1009.4,2.85
7/19/2023 9:00,0,27.5,88.1,2.87,20,1009.5,3.07
7/19/2023 10:00,0,29.5,82.66,4.71,18,1009.1,3.1
7/19/2023 11:00,0,30.2,80.06,4.82,12,1008.68,3.16
7/19/2023 12:00,0,31.1,72.14,4.82,351,1007.78,3.2
7/19/2023 13:00,0,31.5,68.46,5.29,352,1007,3.2
7/19/2023 14:00,0,31.7,66.84,3.93,353,1006.2,3.23
7/19/2023 15:00,0,31.7,65.58,3.81,349,1005.66,3.23
7/19/2023 16:00,0,32.2,62.7,3.25,348,1005.26,0
7/19/2023 17:00,0,31,67.5,3.31,349,1005.5,0
7/19/2023 18:00,0,29.3,73.94,2.91,348,1005.92,0
7/19/2023 19:00,0,27.36,83.04,1.4,352,1006.88,0
7/19/2023 20:00,0,26.2,86.9,1.52,348,1007.4,0
7/19/2023 21:00,0,26.2,86.9,1.64,349,1007.78,0
7/19/2023 22:00,0,25.6,89.74,1.25,10,1007.86,0
7/19/2023 23:00,0,25.2,90.8,1.23,10,1007.4,0
7/20/2023 0:00,0,25,91.7,0.98,11,1007.38,0
7/20/2023 1:00,0,24,91.8,0.3,147,1006.76,0
7/20/2023 2:00,0,23.6,88.78,0.27,23,1006.22,0
7/20/2023 3:00,0,23.2,86.9,0.27,56,1006.56,0
7/20/2023 4:00,0,22.8,84.5,0.03,56,1006.42,0
7/20/2023 5:00,0,22.54,84.3,0.05,94,1006.96,0
7/20/2023 6:00,0,23.1,85.9,0.29,75,1007.24,2.38
7/20/2023 7:00,0,23.1,85.9,0.53,30,1007.8,2.61
7/20/2023 8:00,0,25.6,95.3,1.3,70,1008.6,0.05
7/20/2023 9:00,0,28.06,84.9,2.5,58,1008.76,3.04
7/20/2023 10:00,0,29.7,77.5,1.95,87,1008.82,3.18
7/20/2023 11:00,0,31.3,70.12,1.5,346,1008.38,3.22
7/20/2023 12:00,0,31.7,68.32,2.39,7,1007.96,3.22
7/20/2023 13:00,0,32.2,65.1,2.37,351,1007.16,3.19
7/20/2023 14:00,0,31.58,66.4,2.06,352,1006.26,3.24
7/20/2023 15:00,0,31.7,67.58,2.04,351,1005.84,3.11
7/20/2023 16:00,0,30.8,69.88,1.68,345,1005.6,0
7/20/2023 17:00,0,30.3,73.06,1.41,347,1005.88,0
7/20/2023 18:00,0,28.7,76.6,2.17,345,1006.4,0
7/20/2023 19:00,0,27.6,82.9,1.77,346,1006.9,0
7/20/2023 20:00,0,26.2,86.7,0.52,354,1007.88,0
7/20/2023 21:00,0,25.8,88,0.77,346,1008.44,0
7/20/2023 22:00,0,25.8,88.4,0.55,315,1008.58,0
7/20/2023 23:00,0,24.98,91.4,0.48,59,1008.6,0
7/21/2023 0:00,0,24.7,92.3,0.7,12,1009,0
7/21/2023 1:00,0,24.5,92.2,0.51,34,1008.9,0
7/21/2023 2:00,0,25.1,91.1,0.63,34,1008.58,0
7/21/2023 3:00,0,24.8,91.8,1.46,13,1008.4,0
7/21/2023 4:00,0,24.7,91.8,0.86,315,1008.3,0
7/21/2023 5:00,0,24.34,92.1,0.9,4,1008.3,0
7/21/2023 6:00,0,24.2,92.7,1.02,7,1008.88,2.49
7/21/2023 7:00,0,26.2,90.2,1.79,9,1009.8,2.67
7/21/2023 8:00,0,26.2,90.2,2.55,19,1010.4,2.79
7/21/2023 9:00,0,27.4,86.18,3.95,15,1010.56,2.93
7/21/2023 10:00,0,29.5,79.28,4.15,15,1010.3,3.07
7/21/2023 11:00,0,29.9,76.4,4.62,21,1009.24,3.18
7/21/2023 12:00,0,30.96,67.68,2.23,352,1008.3,3.27
7/21/2023 13:00,0,32.1,63.96,3.04,347,1008.02,3.19
7/21/2023 14:00,0,31.5,68.4,2.44,348,1007.18,3.17
7/21/2023 15:00,0,31.2,70.98,1.82,341,1006.8,3.1
7/21/2023 16:00,0,30.1,78.3,2.14,267,1006.64,0
7/21/2023 17:00,0,29.92,77.6,2.1,270,1006.8,0
7/21/2023 18:00,0,28.6,83,1.97,270,1007.2,0
7/21/2023 19:00,0,26.56,89.18,1.02,144.4,1009.404,0
7/21/2023 20:00,0,26.56,89.18,0.06,343,1008.6,0
7/21/2023 21:00,0,26.3,89.1,0.64,346,1009.16,0
7/21/2023 22:00,0,25.3,89.82,0.89,10,1009.5,0
7/21/2023 23:00,0,25.1,90.6,0.82,8,1009.9,0
7/22/2023 0:00,0,25.1,91.1,0.84,15,1009.86,0
7/22/2023 1:00,0,24.34,88.9,0.37,41,1009.6,0
7/22/2023 2:00,0,24.34,88.9,0.03,356,1008.9,0
7/22/2023 3:00,0,24,88.9,0.36,4,1008.86,0
7/22/2023 4:00,0,23.64,86.2,0.18,15,1009.2,0
7/22/2023 5:00,0,23.8,85.2,0.9,10,1009.14,0
7/22/2023 6:00,0,23.9,89.1,1.27,15,1009.52,2.47
7/22/2023 7:00,0,24.4,89.4,0.38,24,1010.02,2.65
7/22/2023 8:00,0,27.1,90.64,2.13,42,1010.6,2.84
7/22/2023 9:00,0,29.3,84.76,3.15,26,1010.6,3.03
7/22/2023 10:00,0,29.5,83.1,3.11,11,1010.3,3.14
7/22/2023 11:00,0,29.8,80.6,3.39,12,1010.1,0.04
7/22/2023 12:00,0,33.66,64.4,2.97,250.4,1007.932,0.1
7/22/2023 13:00,0,33.66,64.4,2.55,270,1008.14,3.26
7/22/2023 14:00,0,32.4,70.54,2.2,350,1007.32,3.24
7/22/2023 15:00,0,32.28,69.5,1.66,270,1007,3.18
7/22/2023 16:00,0,31.24,73.6,1.84,264.6,1007.816,0
7/22/2023 17:00,0,30.9,76.78,2.02,350,1007.1,0
7/22/2023 18:00,0,29,83.3,1.99,341,1007.56,0
7/22/2023 19:00,0,27.6,84.1,1.37,270,1008.4,0
7/22/2023 20:00,0,26.3,88.6,0.35,322,1009,0
7/22/2023 21:00,0,25.9,89.8,0.6,345,1009.7,0
7/22/2023 22:00,0,25.4,90.7,0.69,312,1010.1,0
7/22/2023 23:00,0,24.8,91,0.98,6,1010.4,0
7/23/2023 0:00,0,24.4,89.16,0.09,22,1010.48,0
7/23/2023 1:00,0,24.26,89.3,0.47,348,1010.2,0
7/23/2023 2:00,0,23.5,86.7,0.02,41,1009.96,0
7/23/2023 3:00,0,23.7,83.8,0.38,350,1009.84,0
7/23/2023 4:00,0,24.2,85.76,0.5,219,1010.168,0
7/23/2023 5:00,0,24.2,85.76,0.61,0,1010.34,0
7/23/2023 6:00,0,23.5,84,0.07,356,1010.5,2.48
7/23/2023 7:00,0,24.4,82.5,0.04,151,1011.12,2.8
7/23/2023 8:00,0,26.8,94.92,1.32,151,1011.6,3.11
7/23/2023 9:00,0,29.5,85.5,2.61,13,1011.64,3.1
7/23/2023 10:00,0,30.3,81.24,2.87,351,1011.16,3.33
7/23/2023 11:00,0,32.2,73.78,2.85,348,1010.3,3.3
7/23/2023 12:00,0,32.1,74,2.3,347,1008.98,3.23
7/23/2023 13:00,0,32.04,74.9,1.85,266,1008,3.33
7/23/2023 14:00,0,31.86,73.04,2.15,346,1007,3.22
7/23/2023 15:00,0,31.8,73.92,1.69,335,1006.4,3.22
7/23/2023 16:00,0,31.74,73.46,2.05,273,1006.1,0
7/23/2023 17:00,0,30.3,81,2.49,277,1006.5,0
7/23/2023 18:00,0,28.44,85.96,2.67,353,1006.9,0
7/23/2023 19:00,0,27.1,88.4,1.58,341,1007.58,0
7/23/2023 20:00,0,26.1,90.64,0.88,328,1008.5,0
7/23/2023 21:00,0,25.4,91.9,0,344,1009.36,0
7/23/2023 22:00,0,25.9,92.2,0.08,344,1009.66,0
7/23/2023 23:00,0,25.6,91.7,0.58,37,1009.8,0
7/24/2023 0:00,0,25.9,92.24,1.21,14,1009.7,0
7/24/2023 1:00,0,25.84,91.9,0.22,71,1009.6,0
7/24/2023 2:00,0,25.7,90.5,0.34,153,1009.2,0
7/24/2023 3:00,0.6,24.72,92.42,2.43,90,1009.2,0
7/24/2023 4:00,9.8,23.5,84.7,2.51,207,1009.5,0
7/24/2023 5:00,0,23.3,82.8,1.52,187,1010,0
7/24/2023 6:00,0.2,23.2,83.2,1.5,189,1010.56,2.33
7/24/2023 7:00,0,23,85.18,2.39,180,1011.5,2.34
7/24/2023 8:00,0,23.38,86.66,2.37,180,1012.6,2.38
7/24/2023 9:00,0,23.6,86.7,3.24,176,1013.1,2.34
7/24/2023 10:00,0.8,23.1,90.78,3.6,182,1013.28,2.49
7/24/2023 11:00,0,24.4,94.92,3.25,188,1012.58,0.07
7/24/2023 12:00,0,26.3,91.24,3.02,184,1011.52,2.77
7/24/2023 13:00,0,26.6,90.3,2.68,180,1010.46,2.8
7/24/2023 14:00,0,26.92,89.62,2.21,179,1009.5,2.8
7/24/2023 15:00,0,28.1,85.7,1.58,204,1008.56,2.83
7/24/2023 16:00,0,28.1,85.7,0.94,180,1007.92,0
7/24/2023 17:00,0,28.1,84.9,0.9,24,1008.12,0
7/24/2023 18:00,0,26.6,89.94,1.62,9,1008.02,0
7/24/2023 19:00,0,25.5,92.4,0.53,8,1008.54,0
7/24/2023 20:00,0,24.3,87.36,0.61,266,1009.32,0
7/24/2023 21:00,0,23.7,85,0.03,266,1009.9,0
7/24/2023 22:00,0,23.5,84.2,0.37,270,1010.36,0
7/24/2023 23:00,0,23.2,84.2,0.04,220,1010.5,0
7/25/2023 0:00,0,23.1,82.76,0.03,225,1010.26,0
7/25/2023 1:00,0,22.96,83.2,0.24,189,1010.1,0
7/25/2023 2:00,0,22.7,83.7,0.21,143,1009.84,0
7/25/2023 3:00,0,22.3,84.6,0.16,53,1009.8,0
7/25/2023 4:00,0,22.1,85.2,0.23,349,1009.98,0
7/25/2023 5:00,0,22.04,86.7,0.46,275,1010.5,0
7/25/2023 6:00,0,22.04,86.7,0.68,104,1010.96,2.31
7/25/2023 7:00,0,22.8,89.06,0.81,93,1011.2,2.65
7/25/2023 8:00,0,25.1,84.06,1.32,90,1011.92,2.94
7/25/2023 9:00,0,27.4,94.92,2.4,31,1011.78,3.09
7/25/2023 10:00,0,31,75.3,2.39,148,1008.988,0.13
7/25/2023 11:00,0,31,75.3,2.37,350,1010.7,0.12
7/25/2023 12:00,0,31.6,73.76,2.78,17,1009.92,0.11
7/25/2023 13:00,0,33,70.22,3.12,350,1009.1,3.3
7/25/2023 14:00,0,32.1,70.58,2.62,12,1007.82,3.26
7/25/2023 15:00,0,32.3,70.88,2.09,11,1007.4,3.19
7/25/2023 16:00,0,31.04,80.34,3.12,348,1007.3,0
7/25/2023 17:00,0,30.4,82.3,4.05,14,1007.8,0
7/25/2023 18:00,0,27,92.9,3.1,15,1008.3,0
7/25/2023 19:00,0,27,92.9,2.14,9,1009.3,0
7/25/2023 20:00,0,26.3,94.28,2.31,12,1009.7,0
7/25/2023 21:00,0,25.66,94.12,1.3,5,1010.22,0
7/25/2023 22:00,0,25.2,92.36,1.29,8,1010.6,0
7/25/2023 23:00,0,24.9,91.9,1.07,7,1010.9,0
7/26/2023 0:00,0,24.1,87.2,0.46,333,1010.82,0
7/26/2023 1:00,0,23.8,84.78,0.17,195,1010.52,0
7/26/2023 2:00,0,23.8,83.2,0.69,352,1010.5,0
7/26/2023 3:00,0,23.8,85,1.3,352,1010.2,0
7/26/2023 4:00,0,23.72,84.9,1.19,9,1010.58,0
7/26/2023 5:00,0,23.6,85.1,0.89,7,1010.9,0
7/26/2023 6:00,0,23.3,84.6,0.18,28,1011.24,2.46
7/26/2023 7:00,0,23.6,83.7,0.32,8,1012,2.61
7/26/2023 8:00,0,25.66,94.96,1.71,12,1012.9,2.72
7/26/2023 9:00,0,26.7,90.6,2.36,17,1013.12,2.91
7/26/2023 10:00,0,28.6,84.62,3.34,22,1012.6,0.09
7/26/2023 11:00,0,29.7,77.7,4.3,23,1011.88,3.27
7/26/2023 12:00,0,31.26,75.32,3.23,28,1011,3.35
7/26/2023 13:00,0,32.4,71.66,3.46,14,1009.7,3.39
7/26/2023 14:00,0,32.4,70.92,3.6,14,1008.74,3.37
7/26/2023 15:00,0,32.6,67.3,4.26,13,1008.08,3.25
7/26/2023 16:00,0,30.9,76.5,4.08,86,1009.996,0
7/26/2023 17:00,0,30.9,76.5,3.9,350,1008.34,0
7/26/2023 18:00,0,28.8,78.2,4.1,15,1009.06,0
7/26/2023 19:00,0,26.8,86.28,2.01,12,1009.38,0
7/26/2023 20:00,0,25.9,90,0.84,45,1010.02,0
7/26/2023 21:00,0,25.6,91.8,0.36,34,1010.72,0
7/26/2023 22:00,0,25.2,92.8,0.05,90,1011.32,0
7/26/2023 23:00,0,25.1,93.6,0.26,15,1011.62,0
7/27/2023 0:00,0,24.76,93.1,1.04,9,1011.5,0
7/27/2023 1:00,0,24.4,93.2,0.65,24.8,1011.212,0
7/27/2023 2:00,0,24.4,93.2,0.85,0,1011,0
7/27/2023 3:00,0,24.34,92.9,1.66,10,1010.62,0
7/27/2023 4:00,0,24.26,92.7,1.83,10,1010.9,0
7/27/2023 5:00,0,24.4,93,0.99,6,1011.44,0
7/27/2023 6:00,0,23.84,90.8,0.89,335,1011.78,2.48
7/27/2023 7:00,0,24.94,94.2,1.49,347,1012.24,2.81
7/27/2023 8:00,0,27.4,89.52,2.65,12,1012.84,3.05
7/27/2023 9:00,0,29.1,81.92,3.76,53,1012.48,3.21
7/27/2023 10:00,0,31.86,71.28,3.18,92,1010.068,3.32
7/27/2023 11:00,0,31.86,71.28,2.59,18,1011.1,3.3
7/27/2023 12:00,0,32.4,70.84,2.49,349,1010.02,3.31
7/27/2023 13:00,0,32.4,70.84,2.39,14,1008.96,3.39
7/27/2023 14:00,0,33.7,61.5,2.33,26,1007.78,3.43
7/27/2023 15:00,0,34.3,60.02,1.66,348,1007.2,3.29
7/27/2023 16:00,0,30,83.9,2.14,344,1007.12,0
7/27/2023 17:00,0,30,83.9,2.61,348,1007.44,0
7/27/2023 18:00,0,27.88,88.2,3.58,344,1008.2,0
7/27/2023 19:00,0,27.3,89.5,2.35,350,1008.7,0
7/27/2023 20:00,0,26.68,89.6,1.3,347,1009.5,0
7/27/2023 21:00,0,25.9,90.3,0.95,342,1010.22,0
7/27/2023 22:00,0,25.7,90.5,1.53,352,1010.46,0
7/27/2023 23:00,0,25.4,90.9,1.87,346,1010.5,0
7/28/2023 0:00,0,24.6,89.5,1.02,10,1010.26,0
7/28/2023 1:00,0,24.24,89,0.72,18,1009.94,0
7/28/2023 2:00,0,24.4,90.8,1.03,350,1009.36,0
7/28/2023 3:00,0,24.14,89.28,1.72,9,1009.04,0
7/28/2023 4:00,0,24,88.2,1.63,9,1009.22,0
7/28/2023 5:00,0,23.84,87.9,1.37,7,1009.6,0
7/28/2023 6:00,0,23.98,87.3,1.75,8,1010.34,2.52
7/28/2023 7:00,0,26.4,94.2,1.86,76.4,1009.988,2.68
7/28/2023 8:00,0,26.4,94.2,1.97,8,1011.6,2.88
7/28/2023 9:00,0,28.2,86.3,2.83,16,1011.56,0.09
7/28/2023 10:00,0,30,79.44,3.43,14,1011.1,3.22
7/28/2023 11:00,0,30.5,79.08,3.38,13,1010.04,3.23
7/28/2023 12:00,0,31.8,74.62,3.7,16,1009.2,3.21
7/28/2023 13:00,0,31,76.02,3.66,349,1008.28,3.05
7/28/2023 14:00,0,29.9,80.5,4.58,352,1007.74,3.14
7/28/2023 15:00,0,30,80.4,4.12,350,1007.14,3.08
7/28/2023 16:00,0,30,80.4,3.65,346,1007.12,0
7/28/2023 17:00,0,29.5,81.7,3.25,351,1007.78,0
7/28/2023 18:00,0,27.9,84.5,2.71,345,1008.36,0
7/28/2023 19:00,0,27.1,88.2,2.24,352,1009.24,0
7/28/2023 20:00,0,26.1,90.1,1.33,351,1010.14,0
7/28/2023 21:00,0,25.46,90.9,1.05,349,1010.9,0
7/28/2023 22:00,0,25,91.3,1.11,11,1011.1,0
7/28/2023 23:00,0,25.1,91.5,0.98,9,1011.2,0
7/29/2023 0:00,0,25.1,91.3,0.63,15,1011.38,0
7/29/2023 1:00,0,24.9,92.2,1.14,145,1010.26,0
7/29/2023 2:00,0,24.7,91.3,0.5,30,1010.18,0
7/29/2023 3:00,0,24.5,90.5,0.12,151,1009.8,0
7/29/2023 4:00,0,24.5,91.1,0.8,9,1009.56,0
7/29/2023 5:00,0,24.1,88.4,0.76,5,1009.98,0
7/29/2023 6:00,0,23.82,89.16,0.98,48,1010.46,2.52
7/29/2023 7:00,0,26.3,93.7,1.12,49,1010.64,2.54
7/29/2023 8:00,0,26.3,93.7,1.25,9,1011.64,0.05
7/29/2023 9:00,0,28.1,88.6,2.65,28,1011.74,2.59
7/29/2023 10:00,0,29.4,83,2.06,270,1011.5,2.64
7/29/2023 11:00,0,26.14,91.08,4.86,21,1011.26,2.8
7/29/2023 12:00,0,27.04,91.46,3.8,8,1010.26,0.1
7/29/2023 13:00,0,30.7,82.4,2.81,353,1009.04,3.08
7/29/2023 14:00,0,30.7,80,3.58,349,1008.1,3.07
7/29/2023 15:00,0,30,78.36,2.97,341,1007.44,3.01
7/29/2023 16:00,0,30.3,76.24,3.51,345,1007.3,0
7/29/2023 17:00,0,29.2,80.3,3.18,352,1007.54,0
7/29/2023 18:00,0,27.9,84.9,2.91,349,1008.38,0
7/29/2023 19:00,0,26.5,88.92,1.85,343,1009.1,0
7/29/2023 20:00,0,25.6,90.4,1.39,350,1010.18,0
7/29/2023 21:00,0,24.7,91,1.18,7,1010.9,0
7/29/2023 22:00,0,24.7,91.1,1.44,9,1011.22,0
7/29/2023 23:00,0,24.7,91.3,1.52,11,1011.08,0
7/30/2023 0:00,0,24.6,91.24,1.21,8,1010.8,0
7/30/2023 1:00,0,24.2,90.2,1.28,21,1010.3,0
7/30/2023 2:00,0,23.8,87.5,1.24,23,1009.74,0
7/30/2023 3:00,0,23.36,85,0.43,55,1009.8,0
7/30/2023 4:00,0,23.2,83.8,0.4,33,1009.9,0
7/30/2023 5:00,0,23,83.64,0.96,27,1010.22,0
7/30/2023 6:00,0,22.72,83.4,0.64,59,1010.64,2.4
7/30/2023 7:00,0,23.42,83,0.34,65,1011.32,0.03
7/30/2023 8:00,0,28.8,86,1.18,41,1011.86,0.06
7/30/2023 9:00,0,28.8,86,2.01,11,1011.8,0.09
7/30/2023 10:00,0,29.9,80.56,3.47,8,1011.56,0.04
7/30/2023 11:00,0,31.9,72.22,3.49,14,1010.88,3.22
7/30/2023 12:00,0,31.9,72.22,3.51,350,1009.68,3.24
7/30/2023 13:00,0,32.1,69.72,3.49,16,1008.6,3.24
7/30/2023 14:00,0,31.5,69.78,3.48,348,1007.7,3.24
7/30/2023 15:00,0,31.2,70.94,4.26,352,1007.2,3.17
7/30/2023 16:00,0,31.2,71.5,3.97,349,1007.14,0
7/30/2023 17:00,0,29.4,79.4,3.63,347,1007.82,0
7/30/2023 18:00,0,28,82.8,2.69,331,1008.42,0
7/30/2023 19:00,0,27.1,85.7,2.43,348,1009.2,0
7/30/2023 20:00,0,25.8,90.2,1.25,346,1010.2,0
7/30/2023 21:00,0,25.12,92.1,1.11,14,1010.68,0
7/30/2023 22:00,0,24.5,92.7,0.67,97.4,1010.62,0
7/30/2023 23:00,0,24.5,92.7,0.23,30,1011.04,0
7/31/2023 0:00,0,24.3,93.2,0.51,86,1010.96,0
7/31/2023 1:00,0,24.5,92.82,1.4,11,1010.22,0
7/31/2023 2:00,0,24.5,92.5,1.45,45,1009.9,0
7/31/2023 3:00,0,23.5,90.9,0.36,150,1009.76,0
7/31/2023 4:00,0,23.24,89.38,0.3,118,1009.62,0
7/31/2023 5:00,0,22.94,87.7,0.29,86,1009.88,0
7/31/2023 6:00,0,22.9,86,0.19,153,1010.14,2.41
7/31/2023 7:00,0,23.5,85.22,0.12,37,1010.94,2.73
7/31/2023 8:00,0,26.8,93.2,0.68,55,1011.28,0.05
7/31/2023 9:00,0,28.6,86.82,2.28,350,1011.5,0.02
7/31/2023 10:00,0,30.7,75.7,2.87,352,1210.08,3.18
7/31/2023 11:00,0,30.7,75.7,3.46,349,1010.52,3.26
7/31/2023 12:00,0,31.7,68.64,4.14,345,1009.46,3.29
7/31/2023 13:00,0,32.8,65.4,3.55,350,1008.56,0.99
7/31/2023 14:00,0,30.7,71.2,3.37,361,2015.82,1.14
7/31/2023 15:00,0,31.02,72.5,3.07,356,1007.4,1.54
7/31/2023 16:00,0,31.1,72.1,3.48,349,1007.2,0.71
7/31/2023 17:00,0,29.68,77.8,3.48,348,1007.4,0
7/31/2023 18:00,0,28,83.8,2.55,348,1007.94,0
7/31/2023 19:00,0,26.4,89.2,1.28,348,1008.6,0
7/31/2023 20:00,0,24.94,91.6,0.52,307,1009.74,0
7/31/2023 21:00,0,24.48,91.8,0.01,339,1010.52,0
7/31/2023 22:00,0,23.72,89.6,0.22,98,1010.82,0
7/31/2023 23:00,0,23.5,88.6,0.2,80,1010.98,0
8/1/2023 0:00,0,22.7,88.2,0.4,57,1010.388,0
8/1/2023 1:00,0,22.7,88.2,0.95,32,1010.44,0
8/1/2023 2:00,0,22.3,86.2,0.44,45,1009.9,0
8/1/2023 3:00,0,22.2,85.5,0.69,30,1009.8,0
8/1/2023 4:00,0,22.1,84.76,0.29,52,1009.96,0
8/1/2023 5:00,0,21.86,84.3,0.66,3,1010.26,0
8/1/2023 6:00,0,21.86,84.3,1.02,68,1010.7,0.55
8/1/2023 7:00,0,22.9,83.8,0.7,93,1011.2,1.35
8/1/2023 8:00,0,26.1,94.92,1.77,36,1011.7,2.41
8/1/2023 9:00,0,28.7,86.42,2.42,45,1011.7,4.77
8/1/2023 10:00,0,29.9,80.52,2.94,354,1011.28,8.35
8/1/2023 11:00,0,32.1,74.28,2.91,350,1010.9,1.97
8/1/2023 12:00,0,31.4,74.1,2.92,352,1009.98,6.36
8/1/2023 13:00,0,31.6,70.92,3,354,1009.04,2.19
8/1/2023 14:00,0,31,74.32,3.73,351,1008.26,2.5
8/1/2023 15:00,0,31.06,75.7,2.77,341,1007.92,1.47
